feature_id,area,feature_name,user_story,expected_behaviour,how_to_test,spec_ref,code_ref,status,error_notes,fix_ref,retest_status
config-confirm-always-field,config,config confirm_always field behaves like the CLI flag,"As a user, I want to set `confirm_always = true` in my config file so that I don't need to pass `--confirm-always` on every invocation.","`effective_options` computes `confirm_always: cli.confirm_always || config.confirm_always.unwrap_or(false)` (src/app.rs), so a config-level true has the same effect as the CLI flag.","Set `confirm_always = true` in config.toml, resume a normal-risk session with no CLI flags, and confirm the confirmation prompt appears.",§6 Confirmation,src/app.rs:167 (effective_options); src/app.rs:1324 (tests),Pass,,,Pass
config-verbose-field,config,config verbose field behaves like the CLI flag,"As a user, I want to set `verbose = true` in my config so verbose diagnostics are always on without passing --verbose each time.",`effective_options` computes `verbose: cli.verbose || config.verbose.unwrap_or(false)` (src/app.rs).,"Set `verbose = true` in config.toml, trigger a diagnostic condition, run `resume --list` with no CLI --verbose flag, and confirm verbose-style output (path/chain) appears on stderr.",§7 Configuration,src/app.rs:167 (effective_options),Pass,,,Pass
config-preview-field,config,config preview field controls picker preview visibility default,"As a user, I want `preview = ""visible""` in my config to start the picker with the preview pane already shown.","`effective_options` reads `preview: config.preview.unwrap_or(PreviewMode::Hidden)` (src/app.rs) and passes it into `run_production_picker`, which sets the `:hidden` suffix on `preview_window` only when `mode == PreviewMode::Hidden` (src/picker.rs (build_production_options; :hidden visibility, preview_window)).","Set `preview = ""visible""` in config.toml, launch the interactive picker, and confirm the preview pane is visible immediately without pressing Ctrl-O.",§5 Preview,src/picker.rs:99 (preview); src/app.rs:167 (effective_options),Pass,,,Pass
config-preview-position-field,config,config preview_position field (auto/right/bottom),"As a user, I want to control whether the preview pane renders to the right or below the list, or let resume decide automatically based on terminal width.","`build_production_options` maps `PreviewPosition::Right`->""right"", `Bottom`->""down"", and `Auto` picks ""right"" only when `tty_size()` width >= 100, else ""down"" (src/picker.rs (PreviewPosition match) + (preview_window); tty_size at).","In a wide terminal (>=100 cols) with `preview_position = ""auto""`, confirm the preview renders on the right; in a narrower terminal, confirm it renders at the bottom; then force `preview_position = ""bottom""` in a wide terminal and confirm it still renders at the bottom.",§5 Preview,src/picker.rs:702 (tty_size); src/picker.rs:741 (tty_size),Pass,,,Pass
config-example-matches-schema,config,config example output round-trips as valid config,"As a user, I want the output of `resume config example` to be a valid config file I can save directly, so copy-paste always works.","`config_example()`'s literal TOML uses only fields accepted by `Config`'s `deny_unknown_fields` schema, and its `agents` array lists every entry of `cli::SUPPORTED_AGENTS`. Both halves matter: the example is the template users copy into config.toml, so an unknown field makes the copied file fail to load and a missing agent silently turns that integration off. `config_example_round_trips_through_config_schema` compares the list against SUPPORTED_AGENTS rather than a hand-written copy, so a new integration cannot drift out of the example.",Run `resume config example > /tmp/c.toml && resume --config /tmp/c.toml --list` and confirm it loads without a config error.,§6 Confirmation,src/config.rs:37 (Config); src/cli.rs:413 (config_example); src/cli.rs:562 (config_example_round_trips_through_config_schema),Pass,,"src/cli.rs (config_example) + (config_example_round_trips_through_config_schema): the test now compares the example list against SUPPORTED_AGENTS instead of a hand-written copy, so a new integration cannot drift out again",Pass
picker-preview-hidden-default,picker,Preview pane is hidden by default,"As a user, I want the picker to start with the preview pane hidden so my terminal isn't cluttered until I ask for it.","`build_production_options` appends `:hidden` to `preview_window` whenever `mode != PreviewMode::Visible` (i.e. the default `PreviewMode::Hidden`) (src/picker.rs (build_production_options)); the spike's `build_options` also documents `preview_window = ""right:60%:hidden""` (src/picker.rs).",Launch `resume` with no config/flags in a fresh terminal and confirm the preview pane is not visible until Ctrl-O is pressed.,§5 Preview,src/picker.rs:251 (build_options); src/picker.rs:99 (preview),Pass,,,Pass
picker-ctrl-o-toggle,picker,Ctrl-O toggles Preview visibility,"As a user, I want Ctrl-O to show/hide the preview pane on demand so I can inspect session details without permanently splitting my screen.","`build_options`/`build_production_options` bind `""ctrl-o:toggle-preview""` (src/picker.rs (build_options), (build_production_options)), Skim's native `toggle-preview` action; regression-tested end-to-end by `preview_hidden_by_default_and_ctrl_o_toggles` (tests/picker_spike.rs), which asserts preview is hidden initially, shown after one Ctrl-O (`\x0f`), and hidden again after a second Ctrl-O.","In the interactive picker, press Ctrl-O once and confirm the preview pane appears; press it again and confirm it disappears.",§5 Preview,src/picker.rs:99 (preview); src/picker.rs:251 (build_options); tests/picker_spike.rs:651 (preview_hidden_by_default_and_ctrl_o_toggles),Pass,,,Pass
picker-ctrl-r-noop,picker,Ctrl-R is intentionally a no-op (never reloads/rescans),"As a user, I want Ctrl-R to do nothing rather than accidentally triggering a filesystem scan, since Skim's default `reload` action would run `find` on the working directory when items come from a channel.","`build_options`/`build_production_options` bind `""ctrl-r:ignore""` (src/picker.rs (build_options, FINDING comment), (production)) instead of `reload`; the code comment documents the FINDING that channel-fed Skim's `reload` without an argument re-runs the default `find` command, which is unacceptable, and the accepted fallback is the dual-section preview; regression-tested by `ctrl_r_does_not_scan_filesystem` (tests/picker_spike.rs (ctrl_r_does_not_scan_filesystem)).","In the interactive picker, press Ctrl-R and confirm nothing visibly changes (no re-scan, no filesystem listing appears in the candidate list).",§5 Preview,src/picker.rs:251 (build_options); tests/picker_spike.rs:686 (ctrl_r_does_not_scan_filesystem); src/picker.rs:99 (preview),Pass,,,Pass
picker-esc-cancel,picker,"Esc cancels without resuming, exit code 0","As a user, I want to press Esc to back out of the picker cleanly without resuming any session, restoring my terminal.","Both `build_options` and `build_production_options` bind `""esc:abort""`; `classify` maps an abort outcome whose final key is not Ctrl-C to `PickerOutcome::Cancelled` (src/picker.rs (classify abort arm)); `run_interactive` maps `Cancelled` to `EXIT_OK` (0) unless zero sessions/integrations succeeded, in which case `EXIT_ERROR` (src/app.rs); regression-tested by `esc_cancels_and_restores_terminal` asserting exit 0 (tests/picker_spike.rs).","Launch the interactive picker with at least one discoverable session, press Esc, and confirm the process exits 0 with the terminal restored and no session resumed.",§6 Exit status,src/picker.rs:313 (classify); src/picker.rs:251 (build_options); src/app.rs:270 (run_interactive),Pass,,,Pass
picker-ctrl-c-interrupt,picker,"Ctrl-C interrupts the picker, exit code 130","As a user, I want Ctrl-C to interrupt the picker distinctly from Esc, using the conventional SIGINT-style exit code 130, so scripts can detect a hard interrupt.",`classify` checks `is_interrupt(&output.final_key)` which matches `SkimKey::Ctrl('c')` and returns `PickerOutcome::Interrupted` (src/picker.rs (classify) + (is_interrupt)); `run_interactive` maps `Interrupted` directly to `EXIT_INTERRUPT` = 130 (src/app.rs (EXIT_INTERRUPT const) + (Interrupted arm)); regression-tested by `ctrl_c_exits_130` (tests/picker_spike.rs).,Launch the interactive picker and press Ctrl-C; confirm the process exits with code 130 (`echo $?` after exit).,§6 Exit status,src/picker.rs:313 (classify); src/picker.rs:352 (is_interrupt); src/app.rs:34 (EXIT_INTERRUPT),Pass,,,Pass
picker-terminal-too-small,picker,Terminal smaller than 60x10 fails preflight before picker starts,"As a user with an undersized terminal window, I want resume to fail with a clear error before Skim even attempts to render, rather than crashing or rendering garbled output.","`preflight()` reads terminal size via ioctl `TIOCGWINSZ` on `/dev/tty` and returns `Err(""terminal too small: WxH (minimum 60x10)"")` when `w < MIN_TERM_WIDTH (60) || h < MIN_TERM_HEIGHT (10)` (src/picker.rs, size guard; constants at src/picker.rs); `run_interactive` surfaces this as `PickerOutcome::PreflightFailed`, printed to stderr, mapped to `EXIT_USAGE` (2) at src/app.rs — the same exit code (2) the standalone spike example uses, so there is no production/spike discrepancy.","Resize a terminal (or spawn a PTY) to 40 columns x 8 rows, run `resume` interactively, and confirm it fails fast with a 'terminal too small' message and exit code 2 rather than attempting to render.",§6 Exit status,src/app.rs:270 (run_interactive); src/picker.rs:721 (TIOCGWINSZ); src/picker.rs:721 (TIOCGWINSZ),Pass,,,Pass
picker-no-controlling-terminal,picker,No controlling terminal (/dev/tty unavailable) fails preflight,"As a user running resume in a context with no TTY (e.g. certain CI/automation contexts), I want a clear preflight failure rather than a confusing panic.","`preflight()` first attempts to open `/dev/tty` read+write and returns `Err(""no controlling terminal (/dev/tty: <io error>)"")` if that fails, before checking size (src/picker.rs).",Run `resume` (no --list/--json) in an environment where /dev/tty cannot be opened (e.g. certain detached/daemonized process contexts) and confirm a clear 'no controlling terminal' error rather than a crash.,§5 Terminal behavior,src/picker.rs:678 (preflight); src/app.rs:270 (run_interactive); tests/step9_app.rs:772 (no_controlling_terminal_is_a_usage_error_with_a_list_json_suggestion),Pass,,,Pass
